otu_num,otu_ID,kingdom,phylum,class,order,family,genus,species,taxon,taxon_level,trophic_mode,guild,growth_morphology,trait,confidence,notes,citation
otu_1246,c2be1bf96dd78e1b7892de800f7bff61,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Microfungus,NULL,Highly Probable,NULL,"b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'"
otu_1247,c2c2b46310e52cdbf90d101fe63e1f75,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,NA,Phaeosphaeriaceae,9,Pathotroph-Saprotroph,Fungal Parasite-Plant Pathogen-Plant Saprotroph,Microfungus,NULL,Probable,"Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
otu_1248,c2d3c74a0fae48574ba8a825650cea76,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_solani,Fusarium,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph,Microfungus,NULL,Possible,Likely opportunistic human pathogen (Irinyi et al. 2015),"b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'"
otu_1249,c303b8e998dc09fcad9f810c2a7ebae7,Fungi,Glomeromycota,NA,NA,NA,NA,NA,Glomeromycota,3,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'"
otu_1250,c3369acebc6d7e7b1b60311a58c162cd,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_longistriatum,Entoloma,13,Pathotroph-Saprotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph,Agaricoid,NULL,Possible,NULL,"b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM/not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x; sensu stricto)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)) ((as ECM/not ECM))'"
otu_1251,c3409a946769a693da9568f50e4c4fa9,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,Paraphoma_chlamydocopiosa,Phaeosphaeriaceae,9,Pathotroph-Saprotroph,Fungal Parasite-Plant Pathogen-Plant Saprotroph,Microfungus,NULL,Probable,"Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
otu_1252,c3b8dbd238fe5307693cc1677d701657,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,unidentified,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Microfungus,NULL,Highly Probable,NULL,"b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'"
otu_1253,c3d64576b333be067c723406fa872dad,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,Herpotrichiellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Facultative Yeast-Microfungus,NULL,Probable,"Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
otu_1254,c3e3f2a727a06c8dde649f09dcd8c453,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella_gordonii,Psathyrella,13,Saprotroph,Wood Saprotroph,Agaricoid,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1255,c4254902774ab2ca03559c8a67be4f17,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_enderlei,Conocybe,13,Saprotroph,Undefined Saprotroph,Agaricoid,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1256,c430510fd51f99370ea00c34cf225791,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Lachnum,NA,Lachnum,13,Saprotroph,Undefined Saprotroph,Microfungus,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1257,c43450cacd315b16c7019e2d063b3481,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ophiosphaerella,Ophiosphaerella_korrae,Ophiosphaerella,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1258,c449c32eda53b230c63eec3fd2d7a55f,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_curvulum,Acremonium,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Microfungus,Soft Rot,Possible,"Endophyte detection method-culture (Hanada et al. 2010, Del Olmo-Ruiz & Arnold 2014); Likely opportunistic human pathogen (Irinyi et al. 2015)","b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Worrall JJ, et al. 1997. Mycologia 89:199-219 ((https://doi.org/10.2307/3761073)); Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Del Olmo-Ruiz M, Arnold AE. 2014. Mycologia 106:8-21 ((https://doi.org/10.3852/13-098)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53313-337 ((https://doi.org/10.1093/mmy/myv008))'"
otu_1259,c49445d8d044b3288e32ebaaf50aadcc,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudocercospora,NA,Pseudocercospora,13,Pathotroph,Plant Pathogen,Microfungus,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1260,c49c2103bbcc997fa50ab89d2af107d2,Fungi,Basidiobolomycota,Basidiobolomycetes,Basidiobolales,Basidiobolaceae,Basidiobolus,Basidiobolus_ranarum,Basidiobolus,13,Pathotroph-Saprotroph-Symbiotroph,Animal Endosymbiont-Animal Pathogen-Undefined Saprotroph,Microfungus,NULL,Probable,"Basidiobolus ranarum is commonly present in decaying fruit and vegetable matter, and as a commensal in the intestinal tract of frogs, toads, and lizards - Cause of subcutaneous zygomycosis in humans (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1261,c4c848c6fb4cd8f2c1af8017cd8f4abc,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,NA,NA,Phaeosphaeriaceae,9,Pathotroph-Saprotroph,Fungal Parasite-Plant Pathogen-Plant Saprotroph,Microfungus,NULL,Probable,"Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
otu_1262,c4e8494dc309a73ceae1739e6119a19a,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Microfungus,NULL,Highly Probable,NULL,"b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'"
otu_1263,c505fbaf3c54e7b68a9a21c9f1a17022,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiella,Sporormiella_intermedia,Sporormiella,13,Saprotroph,Undefined Saprotroph,Microfungus,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1264,c50e09b43ab85f978ca20af5fcb56c38,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Gliomastix,Gliomastix_roseogrisea,Gliomastix,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1265,c54ff0678ab5545be9f58068da68a87b,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_pseudomarcescibilis,Psathyrellaceae,9,Saprotroph,Dung Saprotroph-Plant Saprotroph-Wood Saprotroph,Agaricoid,NULL,Probable,"Saprobic, in grass, on dung, rotten wood and similar substrata (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
otu_1266,c61d216eb7006a3e3eb53bfe5b8aa5fe,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Mycoleptodiscus,Mycoleptodiscus_terrestris,Mycoleptodiscus,13,Pathotroph,Plant Pathogen,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1267,c6a4c158fcb20f6c34fa9c0ae322d6f3,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,unidentified,unidentified,Geoglossaceae,9,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,"Probably saprobic on soil or rotten vegetation, especially in grassland ecosystems; little is known (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
otu_1268,c6b9c2e37cffda5f9c1ce38bebb43fe4,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,NA,Talaromyces,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1269,c6ebfc9783ab9491f4b45bfe1134c49d,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenales_fam_Incertae_sedis,Arthropsis,Arthropsis_hispanica,Arthropsis,13,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Microfungus,NULL,Probable,"Keratinophilic or from plant material and marine sediments, also human pathogens (Giraldo et al. 2013)","b'Giraldo A, et al. 2013. Mycopathologia 175:115-121 ((https://doi.org/10.1007/s11046-012-9590-3))'"
otu_1270,c71c84cbe8bbddaea61793eee9935818,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Alatospora,Alatospora_acuminata,Alatospora,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1271,c79e8f47632d16bfd96e41cf260443eb,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,NA,Conocybe,13,Saprotroph,Undefined Saprotroph,Agaricoid,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1272,c830c8721790ab41a068e1a18ef5dd25,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Neocamarosporium,NA,Pleosporaceae,9,Pathotroph-Saprotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Microfungus,NULL,Probable,"Necrotrophic pathogens and saprobes, especially associated with grasses. Many species are seed-borne (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'"
otu_1273,c83b636a7bfb97818cfc7e149d81a025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,unidentified,Clavaria,13,Saprotroph,Undefined Saprotroph,Clavarioid,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1274,c86b87ee2646bdbc29261a04b111cdc4,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_antarctica,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Microfungus,NULL,Probable,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))'"
otu_1275,c88cc5d7b8de12de8b132bc47358f869,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Niessliaceae,Eucasphaeria,unidentified,Eucasphaeria,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1276,c897c1e118b60917d64a05891a372659,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus_porphyrocephalus_var._pallidus,Agaricaceae,9,Saprotroph,Undefined Saprotroph,Agaricoid-Gasteroid-Secotioid,NULL,Probable,Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007),"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
otu_1277,c899ef1ca3ebe6503fe07dfea02a9dcf,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_biseptum,Acremonium,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Microfungus,Soft Rot,Possible,"Endophyte detection method-culture (Hanada et al. 2010, Del Olmo-Ruiz & Arnold 2014); Likely opportunistic human pathogen (Irinyi et al. 2015)","b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Worrall JJ, et al. 1997. Mycologia 89:199-219 ((https://doi.org/10.2307/3761073)); Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Del Olmo-Ruiz M, Arnold AE. 2014. Mycologia 106:8-21 ((https://doi.org/10.3852/13-098)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53313-337 ((https://doi.org/10.1093/mmy/myv008))'"
otu_1278,c8a210ecd7cfd74b5681f31c0765476b,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,Cortinarius,13,Symbiotroph,Ectomycorrhizal,Agaricoid,NULL,Highly Probable,NULL,"b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))'"
otu_1279,c8c72f2647493a1b501f4f6dda6012c9,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,Kockovaella,NA,Kockovaella,13,Symbiotroph,Epiphyte,Yeast,NULL,Probable,"Foliar, isolated from a plant sample collected in a tropical rain forest in Thailand.","b'Fungsin B, et al. 2002. International Journal of Systematic and Evolutionary Microbiology 52:281-284 ((https://doi.org/10.1099/00207713-52-1-281))'"
otu_1280,c8e196a8841b93c668c3df2635ba9b99,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Hirsutella,Hirsutella_rhossiliensis,Hirsutella,13,Pathotroph,Animal Pathogen,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1281,c8e5a007550cad329c717c58d78693eb,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,NA,Trichoderma,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Microfungus,Soft Rot,Probable,Cause of soft-rot (Seehann et al. 1975); Likely opportunistic human pathogen (Irinyi et al. 2015); Endophyte detection method-culture (Busby et al. 2016),"b'Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Andrews JH, et al. 1983. Phytopathology 73228-234; Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Busby PE, et al. 2016. New Phytologist 209:1681-1692 ((https://doi.org/10.1111/nph.13742)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'"
otu_1282,c9067089afbdb53b55e24c607ee4684e,Fungi,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,unidentified,Phaeococcomyces,13,Saprotroph,Undefined Saprotroph,Facultative Yeast,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1283,c907525284e81888912d8b2f3374056f,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium_cereale,Ceratobasidium,13,Pathotroph-Saprotroph-Symbiotroph,Endomycorrhizal-Plant Pathogen-Undefined Saprotroph,Corticioid-Microfungus,NULL,Possible,"Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1284,c91054f991803af0432269f91d176b27,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Conlarium,unidentified,Conlarium,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1285,c92d481c3f8ce88e480eb4d2a2379f8e,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,NA,NA,Didymellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Plant Pathogen-Undefined Saprotroph,Microfungus,NULL,Possible,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1286,c944083b85b40217c335185b26d8c552,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,NA,Umbelopsis,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1287,c97b716d586eecafcc29367757de64d1,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_chlorophyti,Colletotrichum,13,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen,Microfungus,NULL,Probable,NULL,"b'Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'"
otu_1288,c99e77b04585fc1413ecf2c88e54bbf2,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA,Nectriaceae,9,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph,Microfungus,NULL,Possible,Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007),"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Hirooka Y, et al. 2012. Studies in Mycology 711-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))'"
otu_1289,c9a4b9fb4b4b22c865a9778bbfb93ef8,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum,Geastrum_floriforme,Geastrum,13,Saprotroph,Undefined Saprotroph,Gasteroid,NULL,Probable,"Common name - earthstar; Terrestrial, rarely on wood or coprophilous. Most species are presumed saprobes, but at least some may be ectomycorrhizal (Cannon & Kirk 2007)","b'Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1290,c9aa4e5b0a97ec8f4c0c9fcb0125c067,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Acidea,Acidea_extrema,Acidea,13,Saprotroph,Soil Saprotroph,Microfungus,NULL,Highly Probable,Found in acidic soils (HujslovÃ¡ et al. 2014),"b'Hujslov\xc3\xa1 M, et al. 2014. Mycological Progress 13:819-831 ((https://doi.org/10.1007/s11557-014-0965-3))'"
otu_1291,c9baaaa0642676523d1eac6111107a7e,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Dendryphion,NA,Dendryphion,13,Pathotroph,Plant Pathogen,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1292,c9e502d800c48cc9d1547c9824fd86e6,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Microfungus,NULL,Highly Probable,NULL,"b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'"
otu_1293,ca44b36bb164482e5b5a7556b7cd5791,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,NA,NA,Didymellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Plant Pathogen-Undefined Saprotroph,Microfungus,NULL,Possible,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1294,ca616adc9233376ba4af71a38bb4dd3b,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria_fumosa,Clavaria,13,Saprotroph,Undefined Saprotroph,Clavarioid,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1295,ca890f042a4b45356be96458f536d6d3,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,NA,NA,Thyridariaceae,9,Saprotroph,Wood Saprotroph,Microfungus,NULL,Probable,Saprobic on wood and bark (Cannon & Kirk 2007),"b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
otu_1296,cae1344f697802ef3c057c3dda1d22f4,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Gibellulopsis,Gibellulopsis_nigrescens,Gibellulopsis,13,Pathotroph,Plant Pathogen,NULL,NULL,Probable,NULL,"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
otu_1297,caf39250553d55b1c1e90b8dbb427318,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,NA,Cyphellophora,13,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Facultative Yeast-Microfungus,NULL,Probable,Consult the current literature for updated names on this group that included the Black Yeasts; Some species are likely opportunistic human pathogen (Irinyi et al. 2015),"b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))'"
