site_key,sv_num,seq_abund,kingdom,phylum,class,order,family,genus,species,taxon,taxon_level,trophic_mode,guild,growth_morphology,confidence,site_name,region,site_type,yr_since,yr_rank,field_type
13,sv_4833,0.75,Fungi,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_4836,0.625,Fungi,Ascomycota,Sordariomycetes,Branch06,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_4850,0.75,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_4854,2.5,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_4866,0.75,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_4870,1.625,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_4904,0.5,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_4905,2.75,Fungi,Ascomycota,Sordariomycetes,Branch06,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_4906,2.375,Fungi,Basidiomycota,Agaricomycetes,Tremellodendropsidales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_4915,0.125,Fungi,Basidiomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_4916,1.25,Fungi,Ascomycota,Eurotiomycetes,unidentified,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_4922,1.5,Fungi,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_4923,0.25,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_4934,1,Fungi,Ascomycota,Sordariomycetes,Branch06,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_4955,0.25,Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_4965,2.625,Fungi,Ascomycota,Eurotiomycetes,unidentified,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_4992,3.75,Fungi,Basidiomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_4993,1.625,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5001,0.125,Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5016,2.875,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5045,0.375,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5052,1,Fungi,Basidiomycota,Agaricomycetes,Tremellodendropsidales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5061,0.5,Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5063,0.25,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pseudorobillarda,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5073,0.875,Fungi,Basidiomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5081,0.375,ssigned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5103,0.375,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5113,0.375,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5124,0.5,Fungi,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5125,0.75,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5153,0.25,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5194,0.125,Viridiplantae,Chlorophyta,Chlorophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5195,0.5,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5196,0.625,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5198,1.625,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5206,0.75,Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5208,1.25,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5209,0.25,ssigned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5210,2.75,ssigned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5232,0.75,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5236,1.5,Fungi,Ascomycota,Sordariomycetes,Branch06,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5249,1.5,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5256,0.25,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5291,1.875,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5331,0.25,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Chrysozymaceae,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5358,1,Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5359,1.25,Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5402,1.125,Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5404,0.875,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5424,0.375,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5425,0.375,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5429,0.875,ssigned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5430,0.125,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5431,0.875,Fungi,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5461,0.375,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5467,0.875,Fungi,Ascomycota,Sordariomycetes,Branch06,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5468,1,Fungi,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5491,0.625,ssigned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5492,0.875,ssigned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5512,1.375,Fungi,Ascomycota,Sordariomycetes,Diaporthales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5513,0.5,ssigned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5543,0.875,ssigned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5574,0.5,Fungi,Basidiomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5605,0.5,ssigned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5607,0.375,Fungi,Ascomycota,Eurotiomycetes,unidentified,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5641,0.5,Fungi,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5664,0.375,Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5743,0.875,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Alphamycetaceae,Betamyces,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5786,0.375,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5826,0.375,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5830,0.125,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5831,0.75,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5946,0.25,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliales_fam_Incertae_sedis,Vermispora,Vermispora_fusarina,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5952,0.625,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_5953,0.125,Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6006,0.375,Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6007,0.375,Fungi,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6008,0.5,ssigned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6009,0.375,Fungi,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6010,0.625,Fungi,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6088,0.375,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6089,0.375,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6090,0.375,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6154,0.375,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6155,0.375,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6309,0.375,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6314,0.5,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6317,0.25,Fungi,Ascomycota,Sordariomycetes,Branch06,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6421,0.375,Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6422,0.25,Fungi,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6423,0.25,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora_lusitaniae,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6520,0.125,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Paradictyoarthriniaceae,Xenomassariosphaeria,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6534,0.125,Viridiplantae,Anthophyta,Monocotyledonae,Poales,Poaceae,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6535,0.125,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6649,0.125,Viridiplantae,Chlorophyta,Chlorophyceae,Chaetopeltidales,Chaetopeltidaceae,Planophila,Planophila_laetevirens,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6650,0.125,Fungi,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6651,0.125,ssigned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6652,0.25,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6653,0.125,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6654,0.125,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6655,0.375,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6768,0.125,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6770,0.25,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6771,0.125,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6772,0.125,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6864,0.25,ssigned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6865,0.125,Fungi,Basidiomycota,Tremellomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
13,sv_6866,0.25,ssigned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLRSP2,FL,restored,10,6,restored
14,sv_9,1.625,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Wojnowiciella,NA,Phaeosphaeriaceae,9,Pathotroph-Saprotroph,Fungal Parasite-Plant Pathogen-Plant Saprotroph,Microfungus,Probable,FLRSP3,FL,restored,10,6,restored
14,sv_10,0.875,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Ochroconis,unidentified,Ochroconis,13,Saprotroph,Undefined Saprotroph,NULL,Probable,FLRSP3,FL,restored,10,6,restored
14,sv_41,0.625,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Geoglossum,unidentified,Geoglossum,13,Saprotroph,Undefined Saprotroph,NULL,Probable,FLRSP3,FL,restored,10,6,restored
14,sv_67,0.25,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Neoascochyta,Neoascochyta_argentina,Didymellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Plant Pathogen-Undefined Saprotroph,Microfungus,Possible,FLRSP3,FL,restored,10,6,restored
14,sv_77,7.75,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA,Lasiosphaeriaceae,9,Saprotroph,Undefined Saprotroph,Microfungus,Probable,FLRSP3,FL,restored,10,6,restored
14,sv_78,0.5,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,unidentified,Claroideoglomus,13,Symbiotroph,Arbuscular Mycorrhizal,NULL,Highly Probable,FLRSP3,FL,restored,10,6,restored
14,sv_83,3,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apodus,Apodus_deciduus,Apodus,13,Saprotroph,Undefined Saprotroph,NULL,Probable,FLRSP3,FL,restored,10,6,restored
14,sv_87,0.375,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metapochonia,NA,Clavicipitaceae,9,Pathotroph-Symbiotroph,Endophyte-Epiphyte-Fungal Parasite-Insect Parasite,Microfungus,Possible,FLRSP3,FL,restored,10,6,restored
14,sv_95,2,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,NA,Herpotrichiellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Facultative Yeast-Microfungus,Probable,FLRSP3,FL,restored,10,6,restored
14,sv_99,0.875,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,unidentified,unidentified,Tubeufiaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,NULL,Probable,FLRSP3,FL,restored,10,6,restored
14,sv_121,37.375,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_concentricum,Fusarium,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph,Microfungus,Possible,FLRSP3,FL,restored,10,6,restored
14,sv_136,3,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales_fam_Incertae_sedis,Oliveonia,NA,Oliveonia,13,Saprotroph,Undefined Saprotroph,NULL,Probable,FLRSP3,FL,restored,10,6,restored
14,sv_137,0.25,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,NA,NA,Pleosporaceae,9,Pathotroph-Saprotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Microfungus,Probable,FLRSP3,FL,restored,10,6,restored
14,sv_139,1.125,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,unidentified,Clavaria,13,Saprotroph,Undefined Saprotroph,Clavarioid,Probable,FLRSP3,FL,restored,10,6,restored
14,sv_149,0.25,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metacordyceps,Metacordyceps_chlamydosporia,Metacordyceps,13,Pathotroph,Insect Pathogen,NULL,Probable,FLRSP3,FL,restored,10,6,restored
14,sv_172,62.125,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,Herpotrichiellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Facultative Yeast-Microfungus,Probable,FLRSP3,FL,restored,10,6,restored
14,sv_176,32,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusicolla,Fusicolla_aquaeductuum,Nectriaceae,9,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph,Microfungus,Possible,FLRSP3,FL,restored,10,6,restored
14,sv_177,4,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Didymosphaeria,unidentified,Didymosphaeria,13,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Microfungus,Probable,FLRSP3,FL,restored,10,6,restored
14,sv_186,0.375,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella_candolleana,Psathyrella,13,Saprotroph,Wood Saprotroph,Agaricoid,Probable,FLRSP3,FL,restored,10,6,restored
14,sv_206,0.25,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Hyphodontia,unidentified,Hyphodontia,13,Saprotroph,Undefined Saprotroph,Corticioid,Probable,FLRSP3,FL,restored,10,6,restored
14,sv_226,3.875,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Neopseudolachnella,NA,Chaetosphaeriaceae,9,Saprotroph,Plant Saprotroph-Wood Saprotroph,Microfungus,Probable,FLRSP3,FL,restored,10,6,restored
14,sv_227,1.25,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ophiosphaerella,unidentified,Ophiosphaerella,13,Saprotroph,Undefined Saprotroph,NULL,Probable,FLRSP3,FL,restored,10,6,restored
14,sv_238,1,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,Agaricales,7,Pathotroph-Saprotroph-Symbiotroph,Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph,Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast,Possible,FLRSP3,FL,restored,10,6,restored
14,sv_247,34.125,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Heydenia,unidentified,Pyronemataceae,9,Saprotroph-Symbiotroph,Dung Saprotroph-Ectomycorrhizal-Soil Saprotroph-Wood Saprotroph,Gasteroid-Pezizoid,Possible,FLRSP3,FL,restored,10,6,restored
14,sv_260,80.5,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,Herpotrichiellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Facultative Yeast-Microfungus,Probable,FLRSP3,FL,restored,10,6,restored
14,sv_264,2.5,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,unidentified,Cucurbitariaceae,9,Pathotroph-Saprotroph,Plant Pathogen-Wood Saprotroph,Microfungus,Probable,FLRSP3,FL,restored,10,6,restored
14,sv_284,5.625,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,unidentified,Cucurbitariaceae,9,Pathotroph-Saprotroph,Plant Pathogen-Wood Saprotroph,Microfungus,Probable,FLRSP3,FL,restored,10,6,restored
14,sv_289,63.125,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,unidentified,Herpotrichiellaceae,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Facultative Yeast-Microfungus,Probable,FLRSP3,FL,restored,10,6,restored
14,sv_325,0.375,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA,Pyronemataceae,9,Saprotroph-Symbiotroph,Dung Saprotroph-Ectomycorrhizal-Soil Saprotroph-Wood Saprotroph,Gasteroid-Pezizoid,Possible,FLRSP3,FL,restored,10,6,restored
14,sv_330,0.375,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,NA,NA,Spizellomycetaceae,9,Pathotroph,Plant Pathogen-Undefined Parasite-Undefined Saprotroph,Microfungus,Probable,FLRSP3,FL,restored,10,6,restored
14,sv_354,11.875,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,NA,NA,Melanommataceae,9,Saprotroph,Wood Saprotroph,Microfungus,Probable,FLRSP3,FL,restored,10,6,restored
14,sv_365,0.875,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Leptospora,unidentified,Phaeosphaeriaceae,9,Pathotroph-Saprotroph,Fungal Parasite-Plant Pathogen-Plant Saprotroph,Microfungus,Probable,FLRSP3,FL,restored,10,6,restored
